,uid,iid,score,review
3253,110,97,5.0,this fun restaurant amaze food i go location every day want give one try i please it feel like different restaurant size ' great food fun vibe the staff great i definitely come back regular see come twice week till ' try entire menu promise ' glad 
3254,898,69,5.0,wow great breakfast had dragon breath chili cornbread benedict awesome flavor great service everyone nice i ' back 
3256,601,632,4.0,"after baker vegas weekend husband i hit place good cheap dinner we cover dust look like desert rat mixture clientele tacos el gordo le judgmental i felt quite welcome the restaurant ( saturday night around 8ish ) brightly light chaotic patron the long line mean long wait especially adobada much much better carne asada good great the homemade tortilla size palm a taco everything come meat onion cilantro lime salsa smooth avocado sauce ' exactly guacamole i also quesadilla thing taco good white cheese stick tortilla fry tortilla top order taco first go pay cashier get cup drink there ' soda machine horchata machine kind happy face logo say ole !"" the fry meat ( carne asada adobada mixture two call campechana i think ) three - pound box fill everything cardiologist ' want eat cheese fry crema meat you share among four people probably still finish tacos two dollar a meal drink $ 10 - 12 dollar lot taco joint however people watch first - rate besides mexican family occasional adventurous midwesterner customer include hotel worker drunken frat boy honest - - goodness prostitute at table next lively profanity - spangle discussion spanish true definition chilango on patio group young men early - twenty match vest thread eyebrow fortify night would doubt liberal distribution rohypnol all people find las vegas strip tacos el gordo all unite taco solidarity this good place "
3257,1240,632,3.0,the flavor authenticity carne asada taco spot and ' go wrong price place lose star bc tortilla cold tad hard i ' sure warm fresh grill rat would easily 5 star 
3258,487,488,5.0,if i could give little bakery 10 star i would the elegantly construct pastry pittsburgh offer good bread rich quiche lovely staff my friend i cannot imagine saturday morning without pilgrimage la gourmandine they pittsburgh gem 
3259,21,590,5.0,iv come many time i definitely like day better night amaze day .... hands favorite place spend day get drink food good people ... if get chance joel max help day best day ever 
3260,1108,290,4.0,consistent quality sushi good sometimes spectacular ... depend freshness ingredient hibachi aka teppan - yaki fun watch you get seat bunch people table chef come along cook meal giant hot plate front they keep entertain make onion volcano try throw shrimp mouth i ' notice people like douse dish special mayo sauce hibachi chef dish meal i recommend try food fresh grill first get good clean flavour as bento ' ... i ' try ... sat alright .. mostly come sushi ' feel social hibachi 
3263,1692,481,5.0,this nice intimate restaurant amaze thai food i honestly say everything i ' delicious if love wine come wine special 
3268,1522,31,1.0,treasure island buffet vegas ' waste money i actually right right i take time write first customer service hard find food fresh pizza burn i think would different experience 
3273,188,541,3.0,flew vegas last week via airport i ' impress i ' many different part world hong kong international favorite airport this place seem frenzy unorganized bathrooms inside airport general seem pretty dirty we call help employee work walk right ' even care staff seem unorganized friendly helpful find someone would help u not lot place eat bring munchies get hungry easily 
3274,314,533,5.0,great job bobby flay goat cheese queso house burger house bloody mary meal complete way if ' look spend little usual lunch please check mesa worth money wait ' line 
3276,1249,131,5.0,was look place lunch yelp last week find crepe bar this place fantastic sweet savory crepes !? unbelievable i think price right specialty dish i ' problem pay $ 7 amaze crepe the first time dessert crepe die well chicken griddle be sure try one grown up sodas fridge i speak owner get fantastic ( and i ' really soda kinda guy ) i thoroughly recommend place anyone i find last week already twice since recommend everyone i know 
3277,1020,626,5.0,the wynn favorite vega hotel : bed amaze room right little touch spacious plus everything creme orange blue like orange the hotel great -- good luxurious energy mosaic tile awesome the table good -- spendy there also good bar like blush parasol ( ) course tryst the show back lobby nice little vignette also sit ferrari want 
3279,1717,527,5.0,had research many place eat trip phoenix area restaurant keep pop place must do so head way hour way would absolutely i area the combination food service make trip absolutely worth the food plenty look good hold back we order garden hash come organize veggie potato fantastic veggie overcook $ 2 00 charge i order cinnamon bun put - go box i know i would room happy we also popeye omelet spinach cheese plenty charge french toast fry if like funnel cake somewhat describe completely accurate love if like traditional french toast may like neat take french toast i also cannot say enough service lay back friendly still totally efficient attentive it great go disappoint as others state cash only go prepare atm access forget 
3281,1648,521,5.0,this first visit kabab - je amaze my coworker tell place wonderful food our server andrew attentive friendly from moment ( party three ) sit service top notch we start hummus & pita bread keep come hot delicious you see pita make right i lamb shank come rice vegetable amazing flavor lamb tender need knife ( $ 15 00 ). my two lunch companion love food look forward return delicious food wonderful service 
